timestamp,open,high,low,close,volume
2020-06-01,317.7500,322.3500,317.2100,321.8500,20197800
2020-05-29,319.2500,321.1500,316.4700,317.9400,38399500
2020-05-28,316.7700,323.4400,315.6300,318.2500,33390200
2020-05-27,316.1400,318.7100,313.0900,318.1100,28236300
2020-05-26,323.5000,324.2400,316.5000,316.7300,31380500
2020-05-22,315.7700,319.2300,315.3500,318.8900,20450800
2020-05-21,318.6600,320.8900,315.8700,316.8500,25672200
2020-05-20,316.6800,319.5200,316.5200,319.2300,27876200
2020-05-19,315.0300,318.5200,313.0100,313.1400,25432400
2020-05-18,313.1700,316.5000,310.3200,314.9600,33843100
2020-05-15,300.3500,307.9000,300.2100,307.7100,41587100
2020-05-14,304.5100,309.7900,301.5300,309.5400,39732300
2020-05-13,312.1500,315.9500,303.2100,307.6500,50155600
2020-05-12,317.8300,319.6900,310.9100,311.4100,40575300
2020-05-11,308.1000,317.0500,307.2400,315.0100,36486600
2020-05-08,305.6400,310.3500,304.2900,310.1300,33512000
2020-05-07,303.2200,305.1700,301.9700,303.7400,28803800
2020-05-06,300.4600,303.2400,298.8700,300.6300,35583400
2020-05-05,295.0600,301.0000,294.4600,297.5600,36937800
2020-05-04,289.1700,293.6900,286.3200,293.1600,33392000
2020-05-01,286.2500,299.0000,285.8500,289.0700,60154200
2020-04-30,289.9600,294.5300,288.3500,293.8000,45766000
2020-04-29,284.7300,289.6700,283.8900,287.7300,34320200
2020-04-28,285.0800,285.8300,278.2000,278.5800,28001200
2020-04-27,281.8000,284.5400,279.9500,283.1700,29271900
2020-04-24,277.2000,283.0100,277.0000,282.9700,31627200
2020-04-23,275.8700,281.7500,274.8700,275.0300,31203600
2020-04-22,273.6100,277.9000,272.2000,276.1000,29264300
2020-04-21,276.2800,277.2500,265.4300,268.3700,45247900
2020-04-20,277.9500,281.6800,276.8500,276.9300,32503800
2020-04-17,284.6900,286.9500,276.8600,282.8000,53812500
2020-04-16,287.3800,288.2000,282.3500,286.6900,39281300
2020-04-15,282.4000,286.3300,280.6300,284.4300,32788600
2020-04-14,280.0000,288.2500,278.0500,287.0500,48748700
2020-04-13,268.3100,273.7000,265.8300,273.2500,32755700
2020-04-09,268.7000,270.0700,264.7000,267.9900,40529100
2020-04-08,262.7400,267.3700,261.2300,266.0700,42223800
2020-04-07,270.8000,271.7000,259.0000,259.4300,50721800
2020-04-06,250.9000,263.1100,249.3800,262.4700,50455100
2020-04-03,242.8000,245.7000,238.9700,241.4100,32470000
2020-04-02,240.3400,245.1500,236.9000,244.9300,41483500
2020-04-01,246.5000,248.7200,239.1300,240.9100,44054600
2020-03-31,255.6000,262.4900,252.0000,254.2900,49250500
2020-03-30,250.7400,255.5200,249.4000,254.8100,41994100
2020-03-27,252.7500,255.8700,247.0500,247.7400,51054200
2020-03-26,246.5200,258.6800,246.3600,258.4400,63021800
2020-03-25,250.7500,258.2500,244.3000,245.5200,75900500
2020-03-24,236.3600,247.6900,234.3000,246.8800,71882800
2020-03-23,228.0800,228.5000,212.6100,224.3700,84188200
2020-03-20,247.1800,251.8300,228.0000,229.2400,100423300
2020-03-19,247.3900,252.8400,242.6100,244.7800,67964300
2020-03-18,239.7700,250.0000,237.1200,246.6700,75058400
